cnpj,nome,uf,cidade,bairro,renda_bairro,aluguel_m2,aluguel_total,margem_proxy,match_renda,idade_anos,telefone,email,segmento,cnae_match,cnae_principal,academia_core,flag_nao_academia,tp_name,na_totalpass
21402812000133,STAR FIT,SP,São Paulo,JARDIM NOSSA SENHORA DO CARMO,1567,44.33,22165.0,35.35,municipio,11.8,1125322141,STARBODYSUPLEMENTOS@GMAIL.COM,academia,principal,9313100,1,0,,0
21930024000110,,SP,São Paulo,INDIANOPOLIS,1567,44.33,22165.0,35.35,municipio,11.6,1150710030,CONTABIL@JOKASSESSORIA.COM.BR,academia,principal,9313100,1,0,,0
22063608000106,ESTUDIO CARLOS ROBERTO PEREIRA - TREINADOR FISICO PESSO,SP,São Paulo,INSTITUTO DE PREVIDENCIA,1567,44.33,22165.0,35.35,municipio,11.5,1130612070,CONTONIX@TERRA.COM.BR,academia,principal,9313100,1,0,,0
22180802000163,CROSSFIT HIGIENOPOLIS,SP,São Paulo,VILA BUARQUE,1567,44.33,22165.0,35.35,municipio,11.4,1122364325,CFHIGIENOPOLIS@GMAIL.COM,academia,principal,9313100,1,0,,0
22228454000157,,SP,São Paulo,JARDIM CABORE,1567,44.33,22165.0,35.35,municipio,11.4,1122680004,CONTATO@MORUMBICROSSFIT.COM.BR,academia,principal,9313100,1,0,,0
22236724000171,DCROZARIOLFITNESS,SP,São Paulo,VILA ESPERANCA,1567,44.33,22165.0,35.35,municipio,11.4,1161111666,DCROZARIOLFIT@GMAIL.COM,academia,principal,9313100,1,0,,0
22254745000110,JOSE MONACO PERSONAL TRAINER,SP,São Paulo,VILA SIQUEIRA (ZONA NORTE),1567,44.33,22165.0,35.35,municipio,11.4,1184784046,monaco.neto@yahoo.com.br,academia,principal,9313100,1,0,,0
22388828000100,,SP,São Paulo,CHACARA DA ENSEADA,1567,44.33,22165.0,35.35,municipio,11.3,1155482117,FRANCISCO@FLECONCONTABIL.COM.BR,academia,principal,9313100,1,0,,0
07594978012508,SMARTFIT,SP,São Paulo,JARDIM TAQUARAL,1567,44.33,22165.0,35.35,municipio,11.3,1133650800,FISCAL@BIORITMO.COM.BR,academia,principal,9313100,1,0,,0
22714184000194,PERSONAL TRAINING RAFAEL BUENO BELIEVE SYSTEM,SP,São Paulo,INTERLAGOS,1567,44.33,22165.0,35.35,municipio,11.2,1136244721,rafaelblotabueno@hotmail.com,academia,principal,9313100,1,0,,0
23261561000140,ENERGYM,SP,São Paulo,JARDIM NOEMIA,1567,44.33,22165.0,35.35,municipio,11.0,1129566763,vitor.betineli@gmail.com,academia,principal,9313100,1,0,,0
23347150000171,,SP,São Paulo,SUMARE,1567,44.33,22165.0,35.35,municipio,11.0,1173767741,ANDRECHARAK@UOL.COM.BR,academia,principal,9313100,1,0,,0
23415163000130,,SP,São Paulo,VILA NIVI,1567,44.33,22165.0,35.35,municipio,10.9,1187891143,jrdepaula57@hotmail.com,academia,principal,9313100,1,0,,0
23580612000104,MEDITACAO ASSESSORIA ESPORTIVA,SP,São Paulo,JARDIM IRIS,1567,44.33,22165.0,35.35,municipio,10.8,1138056858,thazevedo@yahoo.com.br,academia,principal,9313100,1,0,,0
23814143000132,,SP,São Paulo,VILA NOVA CONCEICAO,1567,44.33,22165.0,35.35,municipio,10.8,1155892517,CONTATO@CPAPRIMECONTABILIDADE.COM.BR,academia,principal,9313100,1,0,,0
23914533000184,PERSONAL FIT,SP,São Paulo,JARDIM BRASILIA (ZONA LESTE),1567,44.33,22165.0,35.35,municipio,10.7,1125790336,personalfit.fernandacarolina@outlook.com,academia,principal,9313100,1,0,,0
24082262000100,,SP,São Paulo,AMERICANOPOLIS,1567,44.33,22165.0,35.35,municipio,10.7,1156221826,ASSESSORIA@CONTABILIDADEDM.COM.BR,academia,principal,9313100,1,0,,0
24097972000104,GYM-ART,SP,São Paulo,JARDIM EDILENE,1567,44.33,22165.0,35.35,municipio,10.6,1172914652,edi7845@gmail.com,academia,principal,9313100,1,0,,0
13204845000302,ACADEMIA NOVA GERACAO,SP,São Paulo,JARDIM DA CONQUISTA (ZONA LESTE),1567,44.33,22165.0,35.35,municipio,10.6,1125590633,ADDICON@IG.COM.BR,academia,principal,9313100,1,0,,0
24393458000116,ACADEMIA IMPERIO,SP,São Paulo,JARDIM RODOLFO PIRANI,1567,44.33,22165.0,35.35,municipio,10.5,1129629279,NATHALY@RIBEIROECASTRO.COM.BR,academia,principal,9313100,1,0,,0
24722806000151,PERSONAL THAMY,SP,São Paulo,PARQUE SANTA MADALENA,1567,44.33,22165.0,35.35,municipio,10.3,1127029954,neycock@gmail.com,academia,principal,9313100,1,0,,0
24921465000143,,SP,São Paulo,VILA OLIMPIA,1567,44.33,22165.0,35.35,municipio,10.2,1133923811,LEGALIZACAO@BLUEFITACADEMIA.COM.BR,academia,principal,9313100,1,0,,0
24921465000305,,SP,São Paulo,CHACARA SANTO ANTONIO (ZONA SUL),1567,44.33,22165.0,35.35,municipio,10.2,1133923811,CNPJ@BLUEFITACADEMIA.COM.BR,academia,principal,9313100,1,0,,0
25174585000197,,SP,São Paulo,VILA CLEMENTINO,1567,44.33,22165.0,35.35,municipio,10.2,1129446995,OSCONTABILIDADE@GMAIL.COM,academia,principal,9313100,1,0,,0
25237483000173,COACH FITNESS UP,SP,São Paulo,JARDIM EDITH,1567,44.33,22165.0,35.35,municipio,10.2,1156618914,,academia,principal,9313100,1,0,,0
22399351000150,,SP,São Paulo,SANTA TERESINHA,1567,44.33,22165.0,35.35,municipio,11.3,1150488404,CONTATO.SHEILASAMPAIO@GMAIL.COM,academia,principal,9313100,1,0,,0
19916005000197,,SP,São Paulo,ITABERABA,1567,44.33,22165.0,35.35,municipio,12.5,1189853223,STEPBYSTEP@IG.COM.BR,academia,principal,9313100,1,0,,0
17703275000194,ACADEMIA RATTUS,SP,São Paulo,JARDIM CARUMBE,1567,44.33,22165.0,35.35,municipio,13.6,1139757418,,academia,principal,9313100,1,0,,0
18585850000164,REDFIT VILA CARRAO,SP,São Paulo,VILA ANTONIETA,1567,44.33,22165.0,35.35,municipio,13.2,1126418778,SAC@REDFIT.COM.BR,academia,principal,9313100,1,0,,0
08503322000165,,SP,São Paulo,MIRANDOPOLIS,1567,44.33,22165.0,35.35,municipio,20.1,1155947934,REAFIT.PILATES@GMAIL.COM,academia,principal,9313100,1,0,,0
15612929000149,ALMEIDA JJ CASA VERDE,SP,São Paulo,VILA BARUEL,1567,44.33,22165.0,35.35,municipio,14.3,1158441674,GUSTAVORFAOS@HOTMAIL.COM,academia,principal,9313100,1,0,,0
26367097000169,IDEAL PILATES,SP,São Paulo,VILA NOVA CONCEICAO,1567,44.33,22165.0,35.35,municipio,9.9,1191500173,,academia,principal,9313100,1,0,,0
26368422000108,AMI LONGEVIDADE,SP,São Paulo,JARDIM ANA MARIA,1567,44.33,22165.0,35.35,municipio,9.9,1137736610,COSTACOSTA22@GMAIL.COM,academia,principal,9313100,1,0,,0
26393385000198,WD SPORTES,SP,São Paulo,VILA MADALENA,1567,44.33,22165.0,35.35,municipio,9.9,1136418900,wdpersonaltrainner@gmail.com,academia,principal,9313100,1,0,,0
26460439000190,MINHA COLUNA SEM DOR,SP,São Paulo,JARDIM JOAO XXIII,1567,44.33,22165.0,35.35,municipio,9.8,1198700412,DAYANEVILLAR@HOTMAIL.COM,academia,principal,9313100,1,0,,0
26614266000118,NOSTRA FIT,SP,São Paulo,VILA MASCOTE,1567,44.33,22165.0,35.35,municipio,9.8,1193323557,KIKOMARINO@GMAIL.COM,academia,principal,9313100,1,0,,0
26711189000114,TITANUS,SP,São Paulo,VILA ESPERANCA,1567,44.33,22165.0,35.35,municipio,9.8,1140101361,FERNANDA@RECURSOCONTABILIDADE.COM,academia,principal,9313100,1,0,,0
26881630000106,RM TREINAMENTO ESPORTIVO,SP,São Paulo,VILA PAULICEIA,1567,44.33,22165.0,35.35,municipio,9.7,1184856095,coachmartins@hotmail.com,academia,principal,9313100,1,0,,0
26904327000181,,SP,São Paulo,JARDIM OLYMPIA,1567,44.33,22165.0,35.35,municipio,9.7,1138124087,,academia,principal,9313100,1,0,,0
27180210000165,K2 NITRO,SP,São Paulo,VILA CRUZEIRO,1567,44.33,22165.0,35.35,municipio,9.6,1122572035,RAFAELAFFONSO85@GAMAIL.COM,academia,principal,9313100,1,0,,0
27225362000137,EVERTON CASAGRANDE PERSONAL,SP,São Paulo,INDIANOPOLIS,1567,44.33,22165.0,35.35,municipio,9.5,1140003018,TONCASAGRANDE@HOTMAIL.COM,academia,principal,9313100,1,0,,0
26039709000194,ACADEMIA CRISTAL CLUB,SP,São Paulo,PARQUE AMERICA,1567,44.33,22165.0,35.35,municipio,10.1,1156311792,CONTANFI@UOL.COM.BR,academia,principal,9313100,1,0,,0
27525007000183,PS CLASSICO PILATES,SP,São Paulo,CIDADE SATELITE SANTA BARBARA,1567,44.33,22165.0,35.35,municipio,9.4,1120100013,CONTATO@MALVESCONTABIL.COM.BR,academia,principal,9313100,1,0,,0
27527754000150,CHUTE BOXE,SP,São Paulo,VILA CORDEIRO,1567,44.33,22165.0,35.35,municipio,11.8,1164280905,VERISSIMOESPORTESAUDE@GMAIL.COM,academia,principal,9313100,1,0,,0
27674634000186,L.P. FITNESS,SP,São Paulo,PARAISO,1567,44.33,22165.0,35.35,municipio,9.3,1123073257,luizpaulopersonal@gmail.com,academia,principal,9313100,1,0,,0
27947284000184,,SP,São Paulo,VILA ANTONIETA,1567,44.33,22165.0,35.35,municipio,9.2,1127213842,wanderley.silva@afsdistribuidora.com.br,academia,principal,9313100,1,0,,0
27965339000189,BF9 FITNESS,SP,São Paulo,JARDIM TANGO,1567,44.33,22165.0,35.35,municipio,9.2,1123731743,BRUNO_641@HOTMAIL.COM,academia,principal,9313100,1,0,,0
28010647000113,L MARTINS TRAINER,SP,São Paulo,MORRO DOS INGLESES,1567,44.33,22165.0,35.35,municipio,9.2,1150724509,RAGIONIERECONTABILIDADE@GMAIL.COM,academia,principal,9313100,1,0,,0
28307091000121,PROJETO ABRACE,SP,São Paulo,VILA GOMES,1567,44.33,22165.0,35.35,municipio,9.1,1137261176,francaytamar@gmail.com,academia,principal,9313100,1,0,,0
29044808000152,ZARA ACADEMIA,SP,São Paulo,VILA ROSARIA,1567,44.33,22165.0,35.35,municipio,8.8,1174091319,ZARA.ACADEMIA1@GMAIL.COM,academia,principal,9313100,1,0,,0
29050334000151,VAILSON LACERDA PERSONAL TRAINER,SP,São Paulo,JARDIM LEONOR,1567,44.33,22165.0,35.35,municipio,8.8,1152058292,vailson.lacerda@gmail.com,academia,principal,9313100,1,0,,0
29211631000131,ALPHA QUALIDADE DE VIDA,SP,São Paulo,ITABERABA,1567,44.33,22165.0,35.35,municipio,8.8,1136726022,FINANCEIRO@ALPHAFITNESS.COM.BR,academia,principal,9313100,1,0,,0
29310154000161,MOVAVIDA,SP,São Paulo,VILA PREL,1567,44.33,22165.0,35.35,municipio,8.8,1160627746,CSPERSONALTRAINERSP@GMAIL.COM,academia,principal,9313100,1,0,,0
29369095000105,ATHLETIC FAMILY,SP,São Paulo,JARDIM IMPERADOR (ZONA LESTE),1567,44.33,22165.0,35.35,municipio,8.7,1127227200,ATHLETICFAMILY@GMAIL.COM,academia,principal,9313100,1,0,,0
29569751000105,ACADEMIA MAX FORMA,SP,São Paulo,ENGENHEIRO GOULART,1567,44.33,22165.0,35.35,municipio,8.7,2241162781,DFRCON@GMAIL.COM,academia,principal,9313100,1,0,,0
29608208000170,,SP,São Paulo,VILA NOVA CONCEICAO,1567,44.33,22165.0,35.35,municipio,8.6,1155654580,SANDRO@MATCHBALL.COM.BR,academia,principal,9313100,1,0,,0
29668129000154,,SP,São Paulo,VILA PAULICEIA,1567,44.33,22165.0,35.35,municipio,8.6,1122222222,MM@MMM.MMM,academia,principal,9313100,1,0,,0
29923579000146,ACAIXA CROSS TRAINING,SP,São Paulo,JARDIM DAS FLORES,1567,44.33,22165.0,35.35,municipio,8.5,1123647428,ALEXRESGATE@HOTMAIL.COM,academia,principal,9313100,1,0,,0
30197557000125,R. RUIZ - ARTES MARCIAIS,SP,São Paulo,JARDIM AEROPORTO,1567,44.33,22165.0,35.35,municipio,8.4,1166112929,,academia,principal,9313100,1,0,,0
30224226000137,,SP,São Paulo,BROOKLIN PAULISTA,1567,44.33,22165.0,35.35,municipio,8.4,1199319801,ESPACOEQ@GMAIL.COM,academia,principal,9313100,1,0,,0
31289691000119,,SP,São Paulo,VILA OLIMPIA,1567,44.33,22165.0,35.35,municipio,8.1,1130513838,GERENCIA-VIALOLIMPIA@STUDIOVELOCITY.COM.BR,academia,principal,9313100,1,0,,0
31325990000161,CROSS FIT REVOLUTION,SP,São Paulo,BELENZINHO,1567,44.33,22165.0,35.35,municipio,8.1,1132143534,CAROLRRNOVIDADES@HOTMAIL.COM,academia,principal,9313100,1,0,,0
31525675000188,ARENA BUSHIDO,SP,São Paulo,JARDIM SANTA LUCRECIA,1567,44.33,22165.0,35.35,municipio,8.0,1123590337,WEFCONTABIL@GMAIL.COM,academia,principal,9313100,1,0,,0
31945012000112,,SP,São Paulo,VILA SANTO ESTEFANO,1567,44.33,22165.0,35.35,municipio,7.8,1129149922,ADSYSTEM@TERRA.COM.BR,academia,principal,9313100,1,0,,0
33046026000120,,SP,São Paulo,VILA MASCOTE,1567,44.33,22165.0,35.35,municipio,7.5,1152460012,STEGRECC@GMAIL.COM,academia,principal,9313100,1,0,,0
33513548000194,JAGUAR ACADEMIA FIT,SP,São Paulo,JARDIM IPANEMA (ZONA OESTE),1567,44.33,22165.0,35.35,municipio,7.3,1139437615,JAGUARACADEMIA@HOTMAIL.COM,academia,principal,9313100,1,0,,0
33896832000197,BIAFITNESS ACADEMIA DE GINASTICA E MUSCULACAO,SP,São Paulo,VILA MAZZEI,1567,44.33,22165.0,35.35,municipio,7.2,1161024488,BIANCA.EF.TYSON@GMAIL.COM,academia,principal,9313100,1,0,,0
33962851000174,,SP,São Paulo,JARDIM ADUTORA,1567,44.33,22165.0,35.35,municipio,7.2,1167647969,KLEBERPERSONAL@BOL.COM.BR,academia,principal,9313100,1,0,,0
07594978033343,,SP,São Paulo,CITY AMERICA,1567,44.33,22165.0,35.35,municipio,7.2,1133650800,FISCAL@BIORITMO.COM.BR,academia,principal,9313100,1,0,,0
34229533000161,HORA DO TREINO,SP,São Paulo,JARDIM ARPOADOR,1567,44.33,22165.0,35.35,municipio,7.2,1174759057,CONTATO@HORADOTREINO.COM.BR,academia,principal,9313100,1,0,,0
22902694006983,,SP,São Paulo,VILA SANTA CLARA,1567,44.33,22165.0,35.35,municipio,7.2,8485115195,FISCAL.NFE@SELFITACADEMIAS.COM.BR,academia,principal,9313100,1,0,,0
34427202000136,,SP,São Paulo,JARDIM CABORE,1567,44.33,22165.0,35.35,municipio,7.1,1147016514,CONTATO@EAMCONTABILIDADE.COM.BR,academia,principal,9313100,1,0,,0
34538917000166,MY BOX JD SANTA MARIA,SP,São Paulo,VILA NOVA SAVOIA,1567,44.33,22165.0,35.35,municipio,7.1,1121540065,FINANCEIROMATOS@OUTLOOK.COM.BR,academia,principal,9313100,1,0,,0
07594978035559,,SP,São Paulo,AGUA BRANCA,1567,44.33,22165.0,35.35,municipio,7.0,1133650800,FISCAL@BIORITMO.COM.BR,academia,principal,9313100,1,0,,0
34863071000130,,SP,São Paulo,INDIANOPOLIS,1567,44.33,22165.0,35.35,municipio,7.0,1131701313,HEBERT@ACUCA.COM.BR,academia,principal,9313100,1,0,,0
07594978035982,,SP,São Paulo,AGUA BRANCA,1567,44.33,22165.0,35.35,municipio,7.0,1133650800,FISCAL@BIORITMO.COM.BR,academia,principal,9313100,1,0,,0
35435723000106,CARDON FITNESS,SP,São Paulo,VILA PROGRESSO (ZONA LESTE),1567,44.33,22165.0,35.35,municipio,6.8,1120574967,DURVALESJR@GMAIL.COM,academia,principal,9313100,1,0,,0
35810890000181,ACADEMIA IMPACTO GYM,SP,São Paulo,JARDIM UMARIZAL,1567,44.33,22165.0,35.35,municipio,6.8,1177966437,BETEL.CONTABIL@HOTMAIL.COM,academia,principal,9313100,1,0,,0
36017988000149,PANELLA PERSONAL,SP,São Paulo,VILA ARAGUAIA,1567,44.33,22165.0,35.35,municipio,6.7,1123644608,CONTATO@SILVAEGOUVEIA.COM,academia,principal,9313100,1,0,,0
36031161000190,,SP,São Paulo,VILA PREL,1567,44.33,22165.0,35.35,municipio,6.7,1135300610,DURVAL@LETSFIT.COM.BR,academia,principal,9313100,1,0,,0
36088534000169,,SP,São Paulo,JARDIM ODETE,1567,44.33,22165.0,35.35,municipio,6.7,1191967171,,academia,principal,9313100,1,0,,0
36158802000171,WHITE CORPORATION,SP,São Paulo,JARDIM SABARA,1567,44.33,22165.0,35.35,municipio,6.7,1124414719,BRUNNOBRANNCO@GMAIL.COM,academia,principal,9313100,1,0,,0
36193051000124,MP FIT PERSONAL,SP,São Paulo,VILA GRANADA,1567,44.33,22165.0,35.35,municipio,6.7,1192320283,MUNIZE.PAVOLA@YAHOO.COM.BR,academia,principal,9313100,1,0,,0
36244801000140,,SP,São Paulo,VILA ANTONIO,1567,44.33,22165.0,35.35,municipio,6.6,1988032627,VILA.ANTONIO@PANOBIANCOACADEMIA.COM.BR,academia,principal,9313100,1,0,,0
35754545000178,AQUACENTER NATACAO,SP,São Paulo,VILA LEONOR,1567,44.33,22165.0,35.35,municipio,6.8,1158817856,ADAOCOELHO74@GMAIL.COM,academia,principal,9313100,1,0,,0
36357112000141,DAYFIT SUPLEMENTOS,SP,São Paulo,JARDIM IRIS,1567,44.33,22165.0,35.35,municipio,6.6,1189816731,BRUMATTE06@GMAIL.COM,academia,principal,9313100,1,0,,0
36402333000194,INVICTUS CROSS TRAINING,SP,São Paulo,VILA CARMOSINA,1567,44.33,22165.0,35.35,municipio,6.6,1137782050,CROSSINVICTUS@OUTLOOK.COM,academia,principal,9313100,1,0,,0
36600261000190,,SP,São Paulo,VILA CARDOSO FRANCO,1567,44.33,22165.0,35.35,municipio,6.5,1121158899,DELARISCICONTABIL@GMAIL.COM,academia,principal,9313100,1,0,,0
26341094000156,HPC SPORTS,SP,São Paulo,FERREIRA,1567,44.33,22165.0,35.35,municipio,9.9,1129123193,CONTATO@CONTABILMELLO.COM,academia,principal,9313100,1,0,,0
36727419000197,JOSI PERSONAL TRAINER,SP,São Paulo,PARQUE RESIDENCIAL COCAIA,1567,44.33,22165.0,35.35,municipio,6.5,1166851528,PERSONALTRAINER_JOSI@YAHOO.COM.BR,academia,principal,9313100,1,0,,0
37225957000146,,SP,São Paulo,CIDADE ANTONIO ESTEVAO DE CARVALHO,1567,44.33,22165.0,35.35,municipio,6.3,1123086244,FELIPE@ETICACONSULTORIA.NET,academia,principal,9313100,1,0,,0
37429509000164,ARENA MEGA SPORTS,SP,São Paulo,VILA CARMOSINA,1567,44.33,22165.0,35.35,municipio,6.2,1120911050,REINALDO@STAUFFER.COM.BR,academia,principal,9313100,1,0,,0
37851742000130,SEGALL STUDIO DE PILATES,SP,São Paulo,MOINHO VELHO,1567,44.33,22165.0,35.35,municipio,6.2,1139991442,SEGALLPILATES@GMAIL.COM,academia,principal,9313100,1,0,,0
23045884000287,,SP,São Paulo,SITIO PINHEIRINHO,1567,44.33,22165.0,35.35,municipio,7.5,1123386177,FINANCEIROVILLAVIP@GMAIL.COM,academia,principal,9313100,1,0,,0
38154112000170,INSIDE ANDREA KATTENDJIAN,SP,São Paulo,PARQUE PERUCHE,1567,44.33,22165.0,35.35,municipio,6.1,1172384677,A.CALIF@TERRA.COM.BR,academia,principal,9313100,1,0,,0
38376511000185,K10 POWER,SP,São Paulo,PARQUE DOS BANCARIOS,1567,44.33,22165.0,35.35,municipio,6.0,1142131238,CONTATO@PALASSONCONTABIL.COM.BR,academia,principal,9313100,1,0,,0
39353563000107,STUDIO BEMBOLADO FIT,SP,São Paulo,JARDIM JUSSARA,1567,44.33,22165.0,35.35,municipio,5.9,1137339000,MEUCNPJ@CONTABILIZEI.COM.BR,academia,principal,9313100,1,0,,0
39529171000148,CRISTAL ACADEMIA,SP,São Paulo,BALNEARIO MAR PAULISTA,1567,44.33,22165.0,35.35,municipio,5.9,1156311792,CONTANFI@UOL.COM.BR,academia,principal,9313100,1,0,,0
39578385000104,BOX ACADEMIA,SP,São Paulo,JARDIM MARACA,1567,44.33,22165.0,35.35,municipio,5.9,1148452391,RAPHAELGOMES85@HOTMAIL.COM,academia,principal,9313100,1,0,,0
34228362000580,TECFIT MOEMA II,SP,São Paulo,INDIANOPOLIS,1567,44.33,22165.0,35.35,municipio,5.9,1145518914,COMERCIAL@TECFITBRASIL.COM,academia,principal,9313100,1,0,,0
39722587000188,,SP,São Paulo,VILA UBERABINHA,1567,44.33,22165.0,35.35,municipio,5.8,1132226699,FLAVIARAMOS2500@HOTMAIL.COM,academia,principal,9313100,1,0,,0
40132139000103,MELLO FIT,SP,São Paulo,JARDIM DAS PALMEIRAS,1567,44.33,22165.0,35.35,municipio,5.8,1141992393,AMARALDDM1993@GMAIL.COM,academia,principal,9313100,1,0,,0
39432106000604,,SP,São Paulo,VILA RE,1567,44.33,22165.0,35.35,municipio,5.8,1141125376,CONTABILIDADE@REDFIT.COM.BR,academia,principal,9313100,1,0,,0
41788590000146,,SP,São Paulo,JARDIM GUARAPIRANGA,1567,44.33,22165.0,35.35,municipio,5.3,1198888888,ALESSANDRO@ALEMASSESSORIA.COM.BR,academia,principal,9313100,1,0,,0
32157530000134,GYM HOUSE,SP,São Paulo,CHACARA SANTO ANTONIO (ZONA SUL),1567,44.33,22165.0,35.35,municipio,7.8,1192519221,CHRISTIAN.NOGUEIRA@UOL.COM.BR,academia,principal,9313100,1,0,,0
42017109000181,MP STUDIO FITNESS,SP,São Paulo,VILA REGENTE FEIJÓ,1567,44.33,22165.0,35.35,municipio,5.3,551148998260,NORELLY@NEC360.COM.BR,academia,principal,9313100,1,0,,0
42115069000100,,SP,São Paulo,VILA ESPERANCA,1567,44.33,22165.0,35.35,municipio,5.3,1166366412,,academia,principal,9313100,1,0,,0
42319521000156,,SP,São Paulo,PARQUE ALTO DO RIO BONITO,1567,44.33,22165.0,35.35,municipio,5.2,1167449853,CONTATO@FCONTCONTABIL.COM.BR,academia,principal,9313100,1,0,,0
42465066000105,ELITE COACH ASSESSORIA ESPORTIVA,SP,São Paulo,VILA PAULISTANA,1567,44.33,22165.0,35.35,municipio,5.2,1123091697,CONTATO@WMCONTABILIDADE.COM,academia,principal,9313100,1,0,,0
30261758000144,,SP,São Paulo,HIGIENOPOLIS,1567,44.33,22165.0,35.35,municipio,8.4,1192201460,FABIANOMARADEI@GMAIL.COM,academia,principal,9313100,1,0,,0
42885296000115,CROSSFIT SAURUS FREGUESIA,SP,São Paulo,VILA ARCADIA,1567,44.33,22165.0,35.35,municipio,5.2,1138011396,FABRICIO@CROSSFITSAURUS.COM.BR,academia,principal,9313100,1,0,,0
43179302000181,CLUB SPORT TRAINING,SP,São Paulo,PARQUE IMPERIAL,1567,44.33,22165.0,35.35,municipio,5.1,1125898442,CLUBSPORTASSESSORIAVT@GMAIL.COM,academia,principal,9313100,1,0,,0
43197013000105,,SP,São Paulo,JORDANOPOLIS,1567,44.33,22165.0,35.35,municipio,5.1,1123086244,FMORETTI@CONTABILMP.COM.BR,academia,principal,9313100,1,0,,0
07594978037500,,SP,São Paulo,VILA EMA,1567,44.33,22165.0,35.35,municipio,6.8,1133650800,FISCAL@BIORITMO.COM.BR,academia,principal,9313100,1,0,,0
43462398000190,RICARDO KPA,SP,São Paulo,SITIO DO MORRO,1567,44.33,22165.0,35.35,municipio,5.0,1130229211,CONT.SIM@UOL.COM.BR,academia,principal,9313100,1,0,,0
43794974000105,,SP,São Paulo,VILA EMIR,1567,44.33,22165.0,35.35,municipio,4.9,1123716015,NEMPACADEMIA@GMAIL.COM,academia,principal,9313100,1,0,,0
24921465004050,,SP,São Paulo,JARDIM LONDRINA,1567,44.33,22165.0,35.35,municipio,6.7,1141265308,CNPJ@BLUEFITACADEMIA.COM.BR,academia,principal,9313100,1,0,,0
35719013000108,AQUILES ACADEMIA,SP,São Paulo,JARDIM DAS PEDRAS,1567,44.33,22165.0,35.35,municipio,6.8,1137056071,AQUILESACADEMIA@GMAIL.COM,academia,principal,9313100,1,0,,0
39296556000102,,SP,São Paulo,VILA SAO SILVESTRE,1567,44.33,22165.0,35.35,municipio,5.9,1199999999,CONTATO@WASCON.COM.BR,academia,principal,9313100,1,0,,0
39266182000182,SPORTSMIND EU SOU,SP,São Paulo,VILA PALMEIRAS,1567,44.33,22165.0,35.35,municipio,5.9,1188481959,TAISMOURA.LIMA@HOTMAIL.COM,academia,principal,9313100,1,0,,0
26667031000194,,SP,São Paulo,VILA ZAT,1567,44.33,22165.0,35.35,municipio,9.8,1151470666,DANIELA.AMARIANO@HOTMAIL.COM,academia,principal,9313100,1,0,,0
36446124000142,,SP,São Paulo,JARDIM UMUARAMA,1567,44.33,22165.0,35.35,municipio,6.6,1139453850,WINSPORTSHR@GMAIL.COM,academia,principal,9313100,1,0,,0
44713751000120,*****,SP,São Paulo,SAO JUDAS,1567,44.33,22165.0,35.35,municipio,4.7,4196869828,MEUCNPJ@CONTABILIZEI.COM.BR,academia,principal,9313100,1,0,,0
45022796000111,,SP,São Paulo,JARDIM CATANDUVA,1567,44.33,22165.0,35.35,municipio,4.7,1182706964,RAFA.ED.FISICO@GMAIL.COM,academia,principal,9313100,1,0,,0
45257054000175,GCA TREINAMENTO ESPORTIVO,SP,São Paulo,JARDIM REAL,1567,44.33,22165.0,35.35,municipio,4.6,1158804692,ALINEFERREIRA.CONTADORA@GMAIL.COM,academia,principal,9313100,1,0,,0
45315548000169,,SP,São Paulo,VILA INDIANA,1567,44.33,22165.0,35.35,municipio,4.6,1114879292,SEGREDOSDETREINOS@GMAIL.COM,academia,principal,9313100,1,0,,0
45432782000176,,SP,São Paulo,VILA GUMERCINDO,1567,44.33,22165.0,35.35,municipio,4.6,4196869828,MEUCNPJ@CONTABILIZEI.COM.BR,academia,principal,9313100,1,0,,0
45539034000197,AMPPLA TREINAMENTOS,SP,São Paulo,CHACARA BELENZINHO,1567,44.33,22165.0,35.35,municipio,4.5,1130160600,LAWINI@LAWINI.COM.BR,academia,principal,9313100,1,0,,0
45656090000101,,SP,São Paulo,VILA INDIANA,1567,44.33,22165.0,35.35,municipio,4.5,1180734951,WGMANAL@GMAIL.COM,academia,principal,9313100,1,0,,0
45983342000107,,SP,São Paulo,PARQUE EDU CHAVES,1567,44.33,22165.0,35.35,municipio,4.4,1179896286,HILLMANN_LUIS@YAHOO.COM.BR,academia,principal,9313100,1,0,,0
47301183000149,,SP,São Paulo,VILA BUARQUE,1567,44.33,22165.0,35.35,municipio,4.2,1123735106,VICTORABRAO2014@GMAIL.COM,academia,principal,9313100,1,0,,0
47066945000170,SOCCER PRO ACADEMY,SP,São Paulo,JARDIM NEIDE,1567,44.33,22165.0,35.35,municipio,4.2,1152253653,MANANCIALSETE@GMAIL.COM,academia,principal,9313100,1,0,,0
47703815000109,ON THE GO,SP,São Paulo,SUMARÉ,1567,44.33,22165.0,35.35,municipio,4.1,1153845183,LE.ROSA83@GMAIL.COM,academia,principal,9313100,1,0,,0
47852851000126,TATIANA PEREIRA ALVES LTDA,SP,São Paulo,JARDIM ITAPEVA,1567,44.33,22165.0,35.35,municipio,4.0,1193186418,FISCAL@REGISTERCONTABIL.COM.BR,academia,principal,9313100,1,0,,0
47857542000149,,SP,São Paulo,JARDIM CLAUDIA,1567,44.33,22165.0,35.35,municipio,4.0,1177274906,LUCAS-EDUARDO-95@HOTMAIL.COM,academia,principal,9313100,1,0,,0
